scenario_id,outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v26_fork_valuation,v26_pool_opportunity_cost,v27_blocks,v27_fork_valuation,v27_pool_opportunity_cost,winning_fork
sweep_0024,v26_dominant,0.6,0.25,0.51,0.16,0.26,0.58,30.0,0.4,0.49,0.0,0.6214929353977099,0.36385936222403925,8,0,1800,0.17,0.14,2,37.850706460229006,86.4,61162.78315441885,62.14929353977099,0.0,58184.41684558115,2292,0.085,1223,0.5,6,0.12,778,115491088905.2277,3082436.2515464625,445,180397339912.24713,0,v26
sweep_0025,v26_dominant,0.6,0.25,0.51,0.16,0.26,0.65,30.0,0.4,0.49,0.0,0.6214929353977099,0.36569037656903763,8,0,1800,0.17,0.14,2,37.850706460229006,86.4,61130.11844350837,62.14929353977099,0.0,58217.081556491634,2898,0.085,1195,0.5,6,0.12,758,115429409517.25249,2737754.881565228,437,180498614914.6742,0,v26
sweep_0026,v26_dominant,0.6,0.25,0.51,0.16,0.26,0.75,30.0,0.4,0.49,0.0,0.6214929353977099,0.36683417085427134,8,0,1800,0.17,0.14,2,37.850706460229006,86.4,61125.13781606817,62.14929353977099,0.0,58222.06218393184,2904,0.085,1194,0.5,6,0.12,756,115420004809.73537,2737754.881565228,438,180514057055.1994,0,v26
sweep_0027,v27_dominant,0.7,0.25,0.51,0.16,0.26,0.2,30.0,0.4,0.49,1.0,0.7016741709688209,0.5883361921097771,12,0,1800,0.17,0.14,2,29.832582903117906,0.0,54708.06321990031,70.16741709688209,86.4,64639.13678009969,3618,0.085,1166,0.5,6,0.12,480,81419689774.13585,0,686,226265471661.84158,13625309.278706102,v27
sweep_0028,v26_dominant,0.7,0.25,0.51,0.16,0.26,0.3,30.0,0.4,0.49,0.34722222222222227,0.7016741709688209,0.45745454545454545,7,0,1800,0.17,0.14,2,29.832582903117906,56.39999999999999,58125.50837633828,70.16741709688209,30.0,61221.69162366172,1469,0.085,1375,0.5,6,0.12,746,86505728432.43893,7422588.817990122,629,214302907204.48373,14403962.333542347,v26
sweep_0029,v26_dominant,0.7,0.25,0.51,0.16,0.26,0.38,30.0,0.4,0.49,0.34722222222222227,0.7016741709688209,0.45745454545454545,7,0,1800,0.17,0.14,2,29.832582903117906,56.39999999999999,58120.81615040183,70.16741709688209,30.0,61226.38384959817,1469,0.085,1375,0.5,6,0.12,746,86498745191.62195,7422588.817990122,629,214319332063.5945,14411132.272094876,v26
sweep_0030,v26_dominant,0.7,0.25,0.51,0.16,0.26,0.43,30.0,0.4,0.49,0.34722222222222227,0.7016741709688209,0.4581818181818182,7,0,1800,0.17,0.14,2,29.832582903117906,56.39999999999999,58112.93137751912,70.16741709688209,30.0,61234.268622480886,1469,0.085,1375,0.5,6,0.12,745,86487010618.61267,7422588.817990122,630,214346932244.2919,14403962.333542347,v26
sweep_0031,v26_dominant,0.7,0.25,0.51,0.16,0.26,0.47,30.0,0.4,0.49,0.34722222222222227,0.7016741709688209,0.4546120058565154,7,0,1800,0.17,0.14,2,29.832582903117906,56.39999999999999,58119.47960002568,70.16741709688209,30.0,61227.72039997432,1475,0.085,1366,0.5,6,0.12,745,86496756060.3936,7354318.926657185,621,214324010579.06244,15787226.709739327,v26
sweep_0032,v26_dominant,0.7,0.25,0.51,0.16,0.26,0.52,30.0,0.4,0.49,0.34722222222222227,0.7016741709688209,0.45745454545454545,7,0,1800,0.17,0.14,2,29.832582903117906,56.39999999999999,58124.49727683402,70.16741709688209,30.0,61222.702723165974,1469,0.085,1375,0.5,6,0.12,746,86504223655.93759,7422588.817990122,629,214306446498.44128,14403962.333542347,v26
sweep_0033,v26_dominant,0.7,0.25,0.51,0.16,0.26,0.58,30.0,0.4,0.49,0.0,0.7016741709688209,0.36385936222403925,8,0,1800,0.17,0.14,2,29.832582903117906,86.4,60202.15701881686,70.16741709688209,0.0,59145.04298118315,2292,0.085,1223,0.5,6,0.12,778,89596316515.6044,6411982.796779105,445,207033721569.08716,0,v26
sweep_0034,v26_dominant,0.7,0.25,0.51,0.16,0.26,0.65,30.0,0.4,0.49,0.0,0.7016741709688209,0.36569037656903763,8,0,1800,0.17,0.14,2,29.832582903117906,86.4,60165.41239241751,70.16741709688209,0.0,59181.78760758249,2898,0.085,1195,0.5,6,0.12,758,89541631046.8413,5747854.293596812,437,207162343958.51614,0,v26
sweep_0035,v26_dominant,0.7,0.25,0.51,0.16,0.26,0.75,30.0,0.4,0.49,0.0,0.7016741709688209,0.366303436714166,8,0,1800,0.17,0.14,2,29.832582903117906,86.4,60161.95988425103,70.16741709688209,0.0,59185.240115748966,2898,0.085,1193,0.5,6,0.12,756,89536492825.39252,5747854.293596812,437,207174429258.96442,0,v26
sweep_0036,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.2,30.0,0.4,0.49,1.0,0.8082766430950271,0.8478027867095391,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51654.04288410195,80.82766430950271,86.4,67693.15711589807,564,0.085,933,0.5,6,0.12,142,49404509316.49931,0,791,272955623117.66544,0,v27
sweep_0037,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.3,30.0,0.4,0.49,1.0,0.8082766430950271,0.8479657387580299,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51650.734553733804,80.82766430950271,86.4,67696.4654462662,564,0.085,934,0.5,6,0.12,142,49401345063.91869,0,792,272968963127.43286,0,v27
sweep_0038,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.38,30.0,0.4,0.49,1.0,0.8082766430950271,0.8486140724946695,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51655.73676494102,80.82766430950271,86.4,67691.46323505898,564,0.085,938,0.5,6,0.12,142,49406129428.82784,0,796,272948792969.39612,0,v27
sweep_0039,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.43,30.0,0.4,0.49,1.0,0.8082766430950271,0.8478027867095391,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51654.04288410195,80.82766430950271,86.4,67693.15711589807,564,0.085,933,0.5,6,0.12,142,49404509316.49931,0,791,272955623117.66544,0,v27
sweep_0040,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.47,30.0,0.4,0.49,1.0,0.8082766430950271,0.8478027867095391,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51654.170991284795,80.82766430950271,86.4,67693.02900871521,564,0.085,933,0.5,6,0.12,142,49404631844.61434,0,791,272955106557.6849,0,v27
sweep_0041,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.52,30.0,0.4,0.49,1.0,0.8082766430950271,0.8479657387580299,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51652.45058850587,80.82766430950271,86.4,67694.74941149415,564,0.085,934,0.5,6,0.12,142,49402986365.376434,0,792,272962043649.00323,0,v27
sweep_0042,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.58,30.0,0.4,0.49,1.0,0.8082766430950271,0.8486140724946695,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51655.73676494102,80.82766430950271,86.4,67691.46323505898,564,0.085,938,0.5,6,0.12,142,49406129428.82784,0,796,272948792969.39612,0,v27
sweep_0043,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.65,30.0,0.4,0.49,1.0,0.8082766430950271,0.8481283422459893,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51658.62460089923,80.82766430950271,86.4,67688.57539910077,564,0.085,935,0.5,6,0.12,142,49408891499.53007,0,793,272937148497.53192,0,v27
sweep_0044,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.75,30.0,0.4,0.49,1.0,0.8082766430950271,0.8479657387580299,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51655.761203235874,80.82766430950271,86.4,67691.43879676414,564,0.085,934,0.5,6,0.12,142,49406152802.83495,0,792,272948694428.12134,0,v27
