scenario_id,outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v27_blocks,winning_fork
sweep_0004,v26_dominant,0.885,0.128,0.209,0.216,0.034,0.138,20.445,0.599,0.162,0.0,0.7,0.0,0,0,300,0.19,0.112,3,30.0,98.36999999999999,63521.76,70.0,0.0,56400.0,0,0.112,143,0.564,6,0.103,143,0,v26
sweep_0006,v26_dominant,0.926,0.159,0.269,0.117,0.232,0.596,12.248,0.308,0.484,0.2733556978753685,0.7,0.2517482517482518,0,0,300,0.128,0.214,3,30.0,71.48,60400.53152542372,70.0,26.89,59521.22847457627,0,0.048,143,0.51,10,0.054,107,36,v26
