scenario_id,outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v27_blocks,winning_fork
sweep_0029,v27_dominant,0.45,0.55,0.51,0.16,0.26,0.5,30.0,0.4,0.49,1.0,0.5012210820410434,0.6130108423686406,10,0,1800,0.17,0.14,2,49.87789179589566,0.0,56907.805244572584,50.12210820410434,86.4,62439.39475542742,3585,0.085,1199,0.5,6,0.12,464,735,v27
sweep_0030,v27_dominant,0.5,0.55,0.51,0.16,0.26,0.5,30.0,0.4,0.49,1.0,0.5012210820410434,0.6130108423686406,10,0,1800,0.17,0.14,2,49.87789179589566,0.0,56908.48854060446,50.12210820410434,86.4,62438.71145939554,3585,0.085,1199,0.5,6,0.12,464,735,v27
sweep_0031,v27_dominant,0.55,0.55,0.51,0.16,0.26,0.5,30.0,0.4,0.49,1.0,0.5012210820410434,0.6121768140116765,10,0,1800,0.17,0.14,2,49.87789179589566,0.0,56927.95921584914,50.12210820410434,86.4,62419.24078415086,3592,0.085,1199,0.5,6,0.12,465,734,v27
sweep_0032,v26_dominant,0.6,0.55,0.51,0.16,0.26,0.5,30.0,0.4,0.49,0.0,0.6214929353977099,0.34732510288065843,8,0,1800,0.17,0.14,2,37.850706460229006,86.4,61350.71069137898,62.14929353977099,0.0,57996.48930862103,1899,0.085,1215,0.5,6,0.12,793,422,v26
sweep_0033,v26_dominant,0.7,0.55,0.51,0.16,0.26,0.5,30.0,0.4,0.49,0.34722222222222227,0.7016741709688209,0.46008708272859217,7,0,1800,0.17,0.14,2,29.832582903117906,56.39999999999999,58096.560040690165,70.16741709688209,30.0,61250.63995930983,1469,0.085,1378,0.5,6,0.12,744,634,v26
sweep_0034,v27_dominant,0.82,0.55,0.51,0.16,0.26,0.5,30.0,0.4,0.49,1.0,0.8082766430950271,0.8486140724946695,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51657.42903062275,80.82766430950271,86.4,67689.77096937726,564,0.085,938,0.5,6,0.12,142,796,v27
sweep_0035,v26_dominant,0.35,0.65,0.51,0.16,0.26,0.5,30.0,0.4,0.49,0.0,0.30067963339166637,0.12594187298170076,4,0,1800,0.17,0.14,2,69.93203666083336,86.4,66634.7648569901,30.06796333916664,0.0,52712.435143009905,468,0.085,929,0.5,6,0.12,812,117,v26
sweep_0036,v27_dominant,0.45,0.65,0.51,0.16,0.26,0.5,30.0,0.4,0.49,1.0,0.5012210820410434,0.6130108423686406,10,0,1800,0.17,0.14,2,49.87789179589566,0.0,56911.213070696656,50.12210820410434,86.4,62435.986929303355,3585,0.085,1199,0.5,6,0.12,464,735,v27
sweep_0037,v27_dominant,0.5,0.65,0.51,0.16,0.26,0.5,30.0,0.4,0.49,1.0,0.5012210820410434,0.6130108423686406,10,0,1800,0.17,0.14,2,49.87789179589566,0.0,56917.46400063401,50.12210820410434,86.4,62429.73599936599,3585,0.085,1199,0.5,6,0.12,464,735,v27
sweep_0038,v27_dominant,0.55,0.65,0.51,0.16,0.26,0.5,30.0,0.4,0.49,1.0,0.5012210820410434,0.6138448707256047,10,0,1800,0.17,0.14,2,49.87789179589566,0.0,56904.081445448865,50.12210820410434,86.4,62443.11855455114,3578,0.085,1199,0.5,6,0.12,463,736,v27
sweep_0039,v26_dominant,0.6,0.65,0.51,0.16,0.26,0.5,30.0,0.4,0.49,0.0,0.6214929353977099,0.3440329218106996,8,0,1800,0.17,0.14,2,37.850706460229006,86.4,61376.93799337777,62.14929353977099,0.0,57970.262006622244,1887,0.085,1215,0.5,6,0.12,797,418,v26
sweep_0040,v26_dominant,0.7,0.65,0.51,0.16,0.26,0.5,30.0,0.4,0.49,0.34722222222222227,0.7016741709688209,0.4570596797671033,7,0,1800,0.17,0.14,2,29.832582903117906,56.39999999999999,58125.72644667589,70.16741709688209,30.0,61221.473553324104,1469,0.085,1374,0.5,6,0.12,746,628,v26
sweep_0041,v27_dominant,0.82,0.65,0.51,0.16,0.26,0.5,30.0,0.4,0.49,1.0,0.8082766430950271,0.8478027867095391,4,0,1800,0.17,0.14,2,19.172335690497288,0.0,51654.04288410195,80.82766430950271,86.4,67693.15711589807,564,0.085,933,0.5,6,0.12,142,791,v27
