timestamp,pool_id,chosen_fork,v27_profitability_usd,v26_profitability_usd,rational_choice,ideology_override,opportunity_cost_usd,cumulative_cost_usd,reason
1776026515.3062124,pool-foundryusa,v26,43097617.794180155,50305841.987569615,v26,False,0,0.0,Forced switch: loss 14.3% exceeds tolerance 10.0%
1776026515.3062124,pool-marapool,v26,6608301.395107623,7713562.438094007,v26,False,0,0.0,Ideology and profit aligned
1776026515.3062124,pool-luxor,v26,3304150.6975538116,3856781.2190470034,v26,False,0,0.0,Ideology and profit aligned
1776026515.3062124,pool-ocean,v26,1723904.7117672064,2012233.6795027847,v26,False,0,0.0,Ideology and profit aligned
1776026515.3062124,pool-antpool,v26,24278324.69072149,28338957.652997546,v26,False,0,0.0,Ideology and profit aligned
1776026515.3062124,pool-f2pool,v26,15658801.131885454,18277789.255483627,v26,False,0,0.0,Ideology and profit aligned
1776026515.3062124,pool-viabtc,v26,16089777.309827257,18780847.67535932,v26,False,0,0.0,Rational profit maximization
1776026515.3062124,pool-spiderpool,v26,13360261.516195852,15594811.016146585,v26,False,0,0.0,Rational profit maximization
1776027115.6979415,pool-foundryusa,v26,39328384.74037343,55145436.07841061,v26,False,0,0.0,Forced switch: loss 28.7% exceeds tolerance 10.0%
1776027115.6979415,pool-marapool,v26,6030352.3268572595,8455633.532022959,v26,False,0,0.0,Ideology and profit aligned
1776027115.6979415,pool-luxor,v26,3015176.1634286297,4227816.766011479,v26,False,0,0.0,Ideology and profit aligned
1776027115.6979415,pool-ocean,v26,1573135.3896149378,2205817.4431364248,v26,False,0,0.0,Ideology and profit aligned
1776027115.6979415,pool-antpool,v26,22154990.07041037,31065262.324171305,v26,False,0,0.0,Ideology and profit aligned
1776027115.6979415,pool-f2pool,v26,14289313.12233568,20036175.108489186,v26,False,0,0.0,Ideology and profit aligned
1776027115.6979415,pool-viabtc,v26,14682596.969739411,20587629.469273288,v26,False,0,0.0,Rational profit maximization
1776027115.6979415,pool-spiderpool,v26,12191799.269515768,17095085.18430729,v26,False,0,0.0,Rational profit maximization
1776027716.2216241,pool-foundryusa,v26,27810000.0,65591352.80000001,v26,False,0,0.0,Forced switch: loss 57.6% exceeds tolerance 10.0%
1776027716.2216241,pool-marapool,v26,4264200.0,10057340.762666669,v26,False,0,0.0,Ideology and profit aligned
1776027716.2216241,pool-luxor,v26,2132100.0,5028670.381333334,v26,False,0,0.0,Ideology and profit aligned
1776027716.2216241,pool-ocean,v26,1112400.0,2623654.1120000007,v26,False,0,0.0,Ideology and profit aligned
1776027716.2216241,pool-antpool,v26,15666300.0,36949795.410666674,v26,False,0,0.0,Ideology and profit aligned
1776027716.2216241,pool-f2pool,v26,10104300.0,23831524.850666672,v26,False,0,0.0,Ideology and profit aligned
1776027716.2216241,pool-viabtc,v26,10382400.0,24487438.378666673,v26,False,0,0.0,Rational profit maximization
1776027716.2216241,pool-spiderpool,v26,8621100.0,20333319.368000012,v26,False,0,0.0,Rational profit maximization
1776028324.558208,pool-foundryusa,v26,27571764.705882356,65829593.97647059,v26,False,0,0.0,Forced switch: loss 58.1% exceeds tolerance 10.0%
1776028324.558208,pool-marapool,v26,4227670.588235294,10093871.076392155,v26,False,0,0.0,Ideology and profit aligned
1776028324.558208,pool-luxor,v26,2113835.294117647,5046935.538196078,v26,False,0,0.0,Ideology and profit aligned
1776028324.558208,pool-ocean,v26,1102870.5882352944,2633183.759058824,v26,False,0,0.0,Ideology and profit aligned
1776028324.558208,pool-antpool,v26,15532094.11764706,37084004.606745094,v26,False,0,0.0,Ideology and profit aligned
1776028324.558208,pool-f2pool,v26,10017741.176470589,23918085.811450973,v26,False,0,0.0,Ideology and profit aligned
1776028324.558208,pool-viabtc,v26,10293458.823529411,24576381.751215678,v26,False,0,0.0,Rational profit maximization
1776028324.558208,pool-spiderpool,v26,8547247.058823533,20407174.132705886,v26,False,0,0.0,Rational profit maximization
1776028948.596437,pool-foundryusa,v26,27285882.352941185,66115483.3882353,v26,False,0,0.0,Forced switch: loss 58.7% exceeds tolerance 10.0%
1776028948.596437,pool-marapool,v26,4183835.294117648,10137707.452862747,v26,False,0,0.0,Ideology and profit aligned
1776028948.596437,pool-luxor,v26,2091917.647058824,5068853.7264313735,v26,False,0,0.0,Ideology and profit aligned
1776028948.596437,pool-ocean,v26,1091435.2941176477,2644619.335529412,v26,False,0,0.0,Ideology and profit aligned
1776028948.596437,pool-antpool,v26,15371047.058823533,37245055.642039225,v26,False,0,0.0,Ideology and profit aligned
1776028948.596437,pool-f2pool,v26,9913870.588235296,24021958.964392155,v26,False,0,0.0,Ideology and profit aligned
1776028948.596437,pool-viabtc,v26,10186729.411764707,24683113.798274513,v26,False,0,0.0,Rational profit maximization
1776028948.596437,pool-spiderpool,v26,8458623.52941177,20495799.850352947,v26,False,0,0.0,Rational profit maximization
1776029606.6299026,pool-foundryusa,v26,27282558.13953489,66118807.68372093,v26,False,0,0.0,Forced switch: loss 58.7% exceeds tolerance 10.0%
1776029606.6299026,pool-marapool,v26,4183325.5813953485,10138217.178170543,v26,False,0,0.0,Ideology and profit aligned
1776029606.6299026,pool-luxor,v26,2091662.7906976743,5069108.589085272,v26,False,0,0.0,Ideology and profit aligned
1776029606.6299026,pool-ocean,v26,1091302.3255813955,2644752.307348837,v26,False,0,0.0,Ideology and profit aligned
1776029606.6299026,pool-antpool,v26,15369174.41860465,37246928.32849611,v26,False,0,0.0,Ideology and profit aligned
1776029606.6299026,pool-f2pool,v26,9912662.790697675,24023166.791751936,v26,False,0,0.0,Ideology and profit aligned
1776029606.6299026,pool-viabtc,v26,10185488.372093022,24684354.868589144,v26,False,0,0.0,Rational profit maximization
1776029606.6299026,pool-spiderpool,v26,8457593.023255818,20496830.38195349,v26,False,0,0.0,Rational profit maximization
1776030211.6808512,pool-foundryusa,v26,27230331.753554508,66171035.35924171,v26,False,0,0.0,Forced switch: loss 58.8% exceeds tolerance 10.0%
1776030211.6808512,pool-marapool,v26,4175317.535545025,10146225.421750396,v26,False,0,0.0,Ideology and profit aligned
1776030211.6808512,pool-luxor,v26,2087658.7677725125,5073112.710875198,v26,False,0,0.0,Ideology and profit aligned
1776030211.6808512,pool-ocean,v26,1089213.2701421808,2646841.414369669,v26,False,0,0.0,Ideology and profit aligned
1776030211.6808512,pool-antpool,v26,15339753.554502375,37276349.9190395,v26,False,0,0.0,Ideology and profit aligned
1776030211.6808512,pool-f2pool,v26,9893687.20379147,24042142.847191155,v26,False,0,0.0,Ideology and profit aligned
1776030211.6808512,pool-viabtc,v26,10165990.521327015,24703853.20078357,v26,False,0,0.0,Rational profit maximization
1776030211.6808512,pool-spiderpool,v26,8441402.843601901,20513020.961364936,v26,False,0,0.0,Rational profit maximization
1776030872.192849,pool-foundryusa,v26,27226046.511627913,66175320.70697674,v26,False,0,0.0,Forced switch: loss 58.9% exceeds tolerance 10.0%
1776030872.192849,pool-marapool,v26,4174660.465116279,10146882.5084031,v26,False,0,0.0,Ideology and profit aligned
1776030872.192849,pool-luxor,v26,2087330.2325581396,5073441.25420155,v26,False,0,0.0,Ideology and profit aligned
1776030872.192849,pool-ocean,v26,1089041.8604651168,2647012.8282790696,v26,False,0,0.0,Ideology and profit aligned
1776030872.192849,pool-antpool,v26,15337339.534883723,37278763.99826357,v26,False,0,0.0,Ideology and profit aligned
1776030872.192849,pool-f2pool,v26,9892130.232558142,24043699.856868215,v26,False,0,0.0,Ideology and profit aligned
1776030872.192849,pool-viabtc,v26,10164390.69767442,24705453.06393798,v26,False,0,0.0,Rational profit maximization
1776030872.192849,pool-spiderpool,v26,8440074.418604657,20514349.41916279,v26,False,0,0.0,Rational profit maximization
1776031513.1187823,pool-foundryusa,v26,27171126.76056339,66230241.81408453,v26,False,0,0.0,Forced switch: loss 59.0% exceeds tolerance 10.0%
1776031513.1187823,pool-marapool,v26,4166239.4366197176,10155303.744826294,v26,False,0,0.0,Ideology and profit aligned
1776031513.1187823,pool-luxor,v26,2083119.7183098588,5077651.872413147,v26,False,0,0.0,Ideology and profit aligned
1776031513.1187823,pool-ocean,v26,1086845.0704225353,2649209.6725633815,v26,False,0,0.0,Ideology and profit aligned
1776031513.1187823,pool-antpool,v26,15306401.4084507,37309702.888600945,v26,False,0,0.0,Ideology and profit aligned
1776031513.1187823,pool-f2pool,v26,9872176.056338027,24063654.525784045,v26,False,0,0.0,Ideology and profit aligned
1776031513.1187823,pool-viabtc,v26,10143887.32394366,24725956.943924885,v26,False,0,0.0,Rational profit maximization
1776031513.1187823,pool-spiderpool,v26,8423049.29577465,20531374.962366205,v26,False,0,0.0,Rational profit maximization
1776032157.2018511,pool-foundryusa,v26,27138857.14285715,66262512.22857146,v26,False,0,0.0,Forced switch: loss 59.0% exceeds tolerance 10.0%
1776032157.2018511,pool-marapool,v26,4161291.428571429,10160251.875047624,v26,False,0,0.0,Ideology and profit aligned
1776032157.2018511,pool-luxor,v26,2080645.7142857146,5080125.937523812,v26,False,0,0.0,Ideology and profit aligned
1776032157.2018511,pool-ocean,v26,1085554.2857142864,2650500.4891428584,v26,False,0,0.0,Ideology and profit aligned
1776032157.2018511,pool-antpool,v26,15288222.857142858,37327881.88876192,v26,False,0,0.0,Ideology and profit aligned
1776032157.2018511,pool-f2pool,v26,9860451.42857143,24075379.443047628,v26,False,0,0.0,Ideology and profit aligned
1776032157.2018511,pool-viabtc,v26,10131840.0,24738004.56533334,v26,False,0,0.0,Rational profit maximization
1776032157.2018511,pool-spiderpool,v26,8413045.714285716,20541378.790857155,v26,False,0,0.0,Rational profit maximization
1776032807.610899,pool-foundryusa,v26,27122727.27272728,66278642.496969715,v26,False,0,0.0,Forced switch: loss 59.1% exceeds tolerance 10.0%
1776032807.610899,pool-marapool,v26,4158818.1818181816,10162725.18286869,v26,False,0,0.0,Ideology and profit aligned
1776032807.610899,pool-luxor,v26,2079409.0909090908,5081362.591434345,v26,False,0,0.0,Ideology and profit aligned
1776032807.610899,pool-ocean,v26,1084909.0909090913,2651145.6998787886,v26,False,0,0.0,Ideology and profit aligned
1776032807.610899,pool-antpool,v26,15279136.363636367,37336968.60662627,v26,False,0,0.0,Ideology and profit aligned
1776032807.610899,pool-f2pool,v26,9854590.90909091,24081240.107232325,v26,False,0,0.0,Ideology and profit aligned
1776032807.610899,pool-viabtc,v26,10125818.181818184,24744026.532202017,v26,False,0,0.0,Rational profit maximization
1776032807.610899,pool-spiderpool,v26,8408045.454545457,20546379.174060617,v26,False,0,0.0,Rational profit maximization
1776033414.8616142,pool-foundryusa,v26,27118248.175182477,66283121.70510949,v26,False,0,0.0,Forced switch: loss 59.1% exceeds tolerance 10.0%
