scenario_id,outcome,econ_outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,econ_initial,econ_final,econ_delta,econ_switched,econ_outcome,econ_switch_time_s,econ_95pct_time_s,cascade_time_s,econ_lag_s,peak_price_gap_pct,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v26_fork_valuation,v26_pool_opportunity_cost,v27_blocks,v27_fork_valuation,v27_pool_opportunity_cost,winning_fork
sweep_0000,contested,no_switch,0.55,0.25,0.51,0.16,0.26,0.3,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5724431818181818,56.74,56.74,0.0,False,no_switch,None,None,None,None,5.95,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57956.041216735626,56.737060138721,50.5,61391.15878326438,223,0.085,1408,0.5,6,0.12,602,125084065262.81209,117325006.47941321,806,173764040579.42987,0,v27
sweep_0001,contested,no_switch,0.55,0.5,0.51,0.16,0.26,0.3,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5950681375730046,56.74,56.74,0.0,False,no_switch,None,None,None,None,6.56,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57809.39685115009,56.737060138721,50.5,61537.803148849904,319,0.085,1541,0.5,6,0.12,624,124767568949.22282,133025433.77732703,917,174179108774.87326,0,v27
sweep_0002,contested,no_switch,0.55,0.25,0.51,0.16,0.26,0.4,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5833910034602076,56.74,56.74,0.0,False,no_switch,None,None,None,None,6.15,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57900.24174234401,56.737060138721,50.5,61446.958257655984,480,0.085,2890,0.5,6,0.12,1204,124963635624.24638,127320379.14999323,1686,173921977688.36642,0,v27
sweep_0003,contested,no_switch,0.55,0.5,0.51,0.16,0.26,0.4,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5737451737451738,56.74,56.74,0.0,False,no_switch,None,None,None,None,5.88,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57977.73620876785,56.737060138721,50.5,61369.463791232156,616,0.085,2590,0.5,6,0.12,1104,125130888643.81367,126306647.60293533,1486,173702634188.8262,0,v27
sweep_0004,v27_dominant,no_switch,0.65,0.25,0.51,0.16,0.26,0.3,30.0,0.4,0.49,1.0,0.5673741253525133,0.7412795793163891,56.74,56.74,0.0,False,no_switch,None,None,10940.0,None,14.65,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55601.60267219493,56.73741253525133,86.4,63745.59732780508,7965,0.085,5705,0.5,6,0.12,1476,120001602951.23799,0,4229,180429260144.59152,104318243.76270193,v27
sweep_0005,contested,no_switch,0.65,0.5,0.51,0.16,0.26,0.3,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5840593739916102,56.74,56.74,0.0,False,no_switch,None,None,None,None,6.19,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57904.18526867638,56.737060138721,50.5,61443.01473132362,440,0.085,3099,0.5,6,0.12,1289,124972146769.84514,133504920.47256453,1810,173910815770.53943,0,v27
sweep_0006,contested,no_switch,0.65,0.25,0.51,0.16,0.26,0.4,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5841139003372049,56.74,56.74,0.0,False,no_switch,None,None,None,None,6.09,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57913.146664806634,56.737060138721,50.5,61434.05333519337,487,0.085,2669,0.5,6,0.12,1110,124991487770.97064,128198715.48612064,1559,173885451069.3074,0,v27
sweep_0007,contested,no_switch,0.65,0.5,0.51,0.16,0.26,0.4,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5832380952380952,56.74,56.74,0.0,False,no_switch,None,None,None,None,6.12,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57909.19722779793,56.737060138721,50.5,61438.00277220208,519,0.085,2625,0.5,6,0.12,1094,124982963868.60988,130807981.11989439,1531,173896629716.9539,0,v27
sweep_0008,v27_dominant,no_switch,0.75,0.25,0.51,0.16,0.26,0.3,30.0,0.4,0.49,1.0,0.56737060138721,0.5995031741650566,56.74,56.74,0.0,False,no_switch,None,None,12909.0,None,12.55,10,0,13000,0.05,0.1,2,43.262939861279,0.0,56150.71466277236,56.737060138721,86.4,63196.48533722764,7698,0.085,3623,0.5,6,0.12,1451,121187705543.3456,0,2172,178873910515.09088,127329230.23927444,v27
sweep_0009,contested,no_switch,0.75,0.5,0.51,0.16,0.26,0.3,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5775105622359441,56.74,56.74,0.0,False,no_switch,None,None,None,None,6.03,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57951.920924946404,56.737060138721,50.5,61395.2790750536,493,0.085,3077,0.5,6,0.12,1300,125075172611.82619,128834363.66946405,1777,173775702821.418,0,v27
