sweep_name,economic_split,pool_committed_split,pool_ideology_strength,pool_max_loss_pct,outcome,total_reorgs,reorg_mass,cascade_time_s,econ_lag_s,duration,scenario_id,contentiousness,sp_pools,sp_economic,z_joint,surprise
lhs_2016_6param,0.7071,0.2702,0.338,0.3922,contested,5,500,,,13000,sweep_0087,0.051297405189620754,0.05881632152922432,0.06893280632411071,0.17692173369222874,0.0831532148353475
lhs_2016_6param,0.7783,0.4222,0.4586,0.3606,contested,5,561,,,13000,sweep_0094,0.05348902195608782,0.04656292121063596,0.017349698356563272,0.11518606280730326,0.05797698494634264
lhs_2016_6param,0.3108,0.2557,0.7849,0.332,contested,5,440,,,13000,sweep_0098,0.049141716566866264,0.20340644528856755,0.0,0.25051265368364783,0.02505126536836478
lhs_2016_6param,0.3989,0.5524,0.7608,0.3767,contested,2,40,,,13000,sweep_0110,0.014770459081836329,0.11518196299473099,0.0,0.129340612146786,0.06855052443779658
lhs_2016_6param,0.6879,0.3346,0.7267,0.3557,contested,5,433,,,13000,sweep_0113,0.048890219560878245,0.039210881019482904,0.3648290687192288,0.4509050784320138,0.14879867588256457
lhs_2016_6param,0.572,0.5354,0.5529,0.3369,contested,4,512,,,13000,sweep_0115,0.04506187624750499,0.330841808601887,0.07588932806324107,0.44992649656469474,0.27145565292736584
lhs_2016_6param,0.6431,0.5258,0.7171,0.1828,contested,5,549,,,13000,sweep_0119,0.05305788423153693,0.3161377282195809,0.49218223424173074,0.859180126212653,0.42672612935228427
lhs_2016_6param,0.6908,0.3809,0.5423,0.3351,contested,5,410,,,13000,sweep_0123,0.04806387225548902,0.020655731965620473,0.3211533180778031,0.38788205971659717,0.14610224249325163
lhs_2016_6param,0.7634,0.4525,0.5487,0.3436,contested,5,603,,,13000,sweep_0124,0.05499800399201597,0.08087244210268348,0.03767838568753894,0.17127074924099583,0.08335176463061798
lhs_2016_6param,0.3375,0.5125,0.5798,0.2466,contested,5,246,,,13000,sweep_0125,0.04217165668662674,0.019605440509741452,0.0,0.060030297169824956,0.0036018178301895007
lhs_2016_6param,0.3449,0.5268,0.5229,0.3505,contested,5,504,,,13000,sweep_0126,0.05144111776447106,0.5317975738267369,0.0,0.5811079394952181,0.1433399584088205
lhs_2016_full_phase3_merged,0.6369,0.472,0.7159,0.2571,contested,5,0,,,13000,sweep_0007,0.03333333333333333,0.21811052567087366,0.06075584217460649,0.3108189949859286,0.13054397789408997
lhs_2016_full_phase3_merged,0.6562,0.3463,0.6877,0.2298,contested,5,308,,,13000,sweep_0025,0.04439920159680639,0.1614181268635379,0.7598194035814173,0.9637976644636459,0.6349820279374654
lhs_2016_full_phase3_merged,0.7044,0.4243,0.7892,0.3855,contested,5,88,,,13000,sweep_0058,0.03649500998003992,0.11763264305844873,0.26646695790860553,0.4190829443584291,0.09219824775885438
lhs_2016_full_phase3_merged,0.7757,0.277,0.7687,0.36,contested,5,111,,,13000,sweep_0068,0.03732135728542914,0.1445901237593432,0.11796130642812572,0.29832689259897216,0.10640325836030008
lhs_2016_full_phase3_merged,0.4039,0.4552,0.5262,0.3555,contested,5,39,,,13000,sweep_0072,0.03473453093812375,0.007352040191153043,0.0,0.04064782567008021,0.0010839420178688035
lhs_2016_full_phase3_merged,0.4298,0.3958,0.772,0.2108,contested,5,37,,,13000,sweep_0073,0.034662674650698604,0.08332312216640117,0.0,0.11655002773053455,0.015151503604969491
lhs_2016_full_phase3_merged,0.4245,0.3052,0.5056,0.2762,contested,45,0,,,13000,sweep_0074,0.3,0.13821835559367726,0.0,0.4257919998577132,0.09937512174456961
lhs_2016_full_phase3_merged,0.5706,0.3147,0.7098,0.3767,contested,5,72,,,13000,sweep_0089,0.03592015968063872,0.014704080382306101,0.11553706400388321,0.16467344845921386,0.03622815866102704
lhs_2016_full_phase3_merged,0.5262,0.4123,0.6843,0.2364,contested,5,25,,,13000,sweep_0092,0.03423153692614771,0.012253400318588403,0.00508702586505791,0.050154052259017014,0.013708774284131316
lhs_2016_full_phase3_merged,0.7108,0.4868,0.4379,0.3978,contested,5,0,,,13000,sweep_0105,0.03333333333333333,0.05636564146550666,0.005847028638790689,0.09416529724474579,0.03484115998055594
lhs_2016_full_phase3_merged,0.547,0.3831,0.549,0.2214,contested,5,26,,,13000,sweep_0129,0.03426746506986028,0.02940816076461216,0.24639068025795735,0.3086469070553371,0.08847878002252996
lhs_2016_full_phase3_merged,0.6067,0.399,0.7466,0.3509,contested,5,89,,,13000,sweep_0135,0.03653093812375249,0.09312584242127192,0.07102974828375293,0.19917337405379654,0.0803332608683646
lhs_2016_full_phase3_merged,0.7129,0.4617,0.7944,0.2868,contested,5,215,,,13000,sweep_0136,0.041057884231536924,0.04901360127435361,0.4606116080715622,0.5489824273266957,0.35683857776235217
lhs_2016_full_phase3_merged,0.5749,0.3543,0.7763,0.3737,contested,5,67,,,13000,sweep_0159,0.03574051896207585,0.022056120573459133,0.09972123985853956,0.15603746471803878,0.023925744590099277
lhs_2016_full_phase3_merged,0.5381,0.2801,0.7366,0.1953,contested,45,0,,,13000,sweep_0188,0.3,0.05636564146550663,0.023249427917620143,0.36718871364716266,0.13341189929180242
lhs_2016_full_phase3_merged,0.4149,0.4529,0.6238,0.373,contested,5,12,,,13000,sweep_0245,0.03376447105788423,0.014704080382306091,0.0,0.04706998701151721,0.0018827994804606902
lhs_2016_full_phase3_merged,0.7194,0.3242,0.7648,0.3859,contested,5,41,,,13000,sweep_0265,0.0348063872255489,0.06616836172037742,0.1217113931072741,0.22124442022137247,0.03982399563984703
lhs_2016_full_phase3_merged,0.6836,0.4749,0.5216,0.3596,contested,5,254,,,13000,sweep_0269,0.04245908183632734,0.039210881019482904,0.056018306636155535,0.13592956397489708,0.044856756111716044
lhs_2016_full_phase3_merged,0.5303,0.2645,0.4503,0.3638,contested,5,22,,,13000,sweep_0275,0.03412375249500998,0.16337867091451208,0.005602940156715893,0.201691917274408,0.04213120049732078
lhs_2016_full_phase3_merged,0.3894,0.2616,0.7964,0.2681,contested,5,59,,,13000,sweep_0281,0.03545309381237525,0.060450108238369465,0.0,0.09443469286523444,0.023818528089342456
lhs_2016_full_phase3_merged,0.5676,0.332,0.695,0.3963,contested,5,96,,,13000,sweep_0292,0.03678243512974052,0.07719642200710695,0.10312738367658275,0.21558266873423965,0.03161879141435516
lhs_2016_full_phase3_merged,0.7788,0.4652,0.7881,0.3869,contested,5,46,,,13000,sweep_0295,0.03498602794411178,0.12743536331331942,0.054853338880798734,0.21582556737482356,0.06474767021244708
lhs_2016_full_phase3_merged,0.6649,0.4046,0.6812,0.3749,contested,5,145,,,13000,sweep_0296,0.038542914171656686,0.051464281338071315,0.027443311836904547,0.11585401413797343,0.022012262686214947
targeted_sweep8_lite_2016_retarget,0.35,0.35,0.51,0.26,contested,5,633,,,7200,sweep_0000,0.05607584830339321,0.28645726967011187,0.0,0.340210389842792,0.23709784084086225
targeted_sweep8_lite_2016_retarget,0.5,0.35,0.51,0.26,contested,5,633,,,7200,sweep_0001,0.05607584830339321,0.21820777487975257,0.0,0.2719608950524327,0.19364119359020304
