scenario_id,outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v26_fork_valuation,v26_pool_opportunity_cost,v27_blocks,v27_fork_valuation,v27_pool_opportunity_cost,winning_fork
sweep_0000,contested,0.35,0.25,0.51,0.16,0.26,0.35,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5746052207541089,5,0,7200,0.17,0.14,2,43.262939861279,35.9,57970.362539451045,56.737060138721,50.5,61376.837460548966,633,0.085,3103,0.5,6,0.12,1320,125114974366.11827,62519424.90025931,1783,173723504923.3062,0,v27
sweep_0001,contested,0.5,0.25,0.51,0.16,0.26,0.35,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5746052207541089,5,0,7200,0.17,0.14,2,43.262939861279,35.9,57970.362539451045,56.737060138721,50.5,61376.837460548966,633,0.085,3103,0.5,6,0.12,1320,125114974366.11827,62576558.26596364,1783,173723504923.3062,0,v27
sweep_0002,contested,0.6,0.25,0.51,0.16,0.26,0.35,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5746052207541089,5,0,7200,0.17,0.14,2,43.262939861279,35.9,57970.716384263455,56.737060138721,50.5,61376.48361573654,633,0.085,3103,0.5,6,0.12,1320,125115738054.36679,62519424.90025931,1783,173722503386.51224,0,v27
sweep_0003,contested,0.7,0.25,0.51,0.16,0.26,0.35,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5746052207541089,5,0,7200,0.17,0.14,2,43.262939861279,35.9,57970.716384263455,56.737060138721,50.5,61376.48361573654,633,0.085,3103,0.5,6,0.12,1320,125115738054.36679,62523391.4176542,1783,173722503386.51224,0,v27
sweep_0004,v27_dominant,0.82,0.25,0.51,0.16,0.26,0.35,30.0,0.4,0.49,1.0,1.0,0.9553433939020635,4,0,7200,0.17,0.14,2,0.0,0.0,48349.32980932602,100.0,86.4,70997.87019067399,564,0.085,3247,0.5,6,0.12,145,0.0,0,3102,354186960003.6656,0,v27
