scenario_id,outcome,econ_outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,econ_neutral_fraction,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,econ_initial,econ_final,econ_delta,econ_switched,econ_outcome,econ_switch_time_s,econ_95pct_time_s,cascade_time_s,econ_lag_s,peak_price_gap_pct,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v26_fork_valuation,v26_pool_opportunity_cost,v27_blocks,v27_fork_valuation,v27_pool_opportunity_cost,winning_fork
sweep_0000,v27_dominant,full_switch,0.6,0.5,0.51,0.16,0.26,0.35,30.0,0.0,0.0,0.49,1.0,0.9996411889708193,0.6752450980392157,56.74,99.96,43.23,True,full_switch,2420.0,2420.0,1813.0,607.0,35.11,16,0,4000,0.05,0.1,4,0.03588110291807219,0.0,50761.49248915609,99.96411889708193,86.4,68585.70751084392,8277,0.085,2448,0.5,6,0.12,795,90863071.5555894,0,1653,342030639534.05646,2489584.421092049,v27
sweep_0001,v27_dominant,full_switch,0.6,0.5,0.51,0.16,0.26,0.35,30.0,0.15,0.0,0.49,1.0,0.9996411889708193,0.6742950551695954,56.74,99.96,43.23,True,full_switch,2725.0,2725.0,1814.0,911.0,35.15,16,0,4000,0.05,0.1,4,0.03588110291807219,0.0,50753.53954127007,99.96411889708193,86.4,68593.66045872994,8284,0.085,2447,0.5,6,0.12,797,90848835.77887341,0,1650,342070300156.51495,2489584.421092049,v27
sweep_0002,v27_dominant,full_switch,0.6,0.5,0.51,0.16,0.26,0.35,30.0,0.25,0.0,0.49,1.0,0.9996411889708193,0.6755210461789947,56.74,99.96,43.23,True,full_switch,3329.0,3329.0,1813.0,1516.0,35.14,16,0,4000,0.05,0.1,4,0.03588110291807219,0.0,50756.2210955142,99.96411889708193,86.4,68590.9789044858,8272,0.085,2447,0.5,6,0.12,794,90853635.76097041,0,1653,342056927491.1835,2489584.421092049,v27
sweep_0003,v27_dominant,no_switch,0.6,0.5,0.51,0.16,0.26,0.35,30.0,0.4,0.0,0.49,1.0,0.5673741253525133,0.6761827079934747,56.74,56.74,0.0,False,no_switch,None,None,1813.0,None,17.06,16,0,4000,0.05,0.1,4,43.26258746474866,0.0,54982.99682309763,56.73741253525133,86.4,64364.20317690237,8272,0.085,2452,0.5,6,0.12,794,118666503063.48222,0,1658,182180198254.08594,2489584.421092049,v27
