scenario_id,outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v26_fork_valuation,v26_pool_opportunity_cost,v27_blocks,v27_fork_valuation,v27_pool_opportunity_cost,winning_fork
sweep_0010,v26_dominant,0.78,0.25,0.6,0.16,0.05,0.35,30.0,0.4,0.49,0.0,0.43037278192793843,0.12689804772234273,4,0,1800,0.17,0.14,2,56.96272180720615,86.4,65044.39997995632,43.03727819279384,0.0,54302.80002004369,464,0.085,922,0.5,6,0.12,805,184836566051.11392,0,117,116588111643.0338,0,v26
sweep_0011,v26_dominant,0.78,0.25,0.6,0.16,0.15,0.35,30.0,0.4,0.49,0.0,0.43037278192793843,0.12689804772234273,4,0,1800,0.17,0.14,2,56.96272180720615,86.4,65045.3767489292,43.03727819279384,0.0,54301.82325107081,464,0.085,922,0.5,6,0.12,805,184839341733.92178,0,117,116586014520.04903,0,v26
sweep_0012,v27_dominant,0.78,0.25,0.6,0.16,0.25,0.35,30.0,0.4,0.49,1.0,0.4304611416495379,0.6094674556213018,10,0,1800,0.17,0.14,2,56.9538858350462,0.0,57804.79834596793,43.046114164953785,86.4,61542.40165403208,3568,0.085,1183,0.5,6,0.12,462,164238321460.85284,0,721,132158664241.85599,4969170.8142437935,v27
sweep_0013,v27_dominant,0.78,0.25,0.6,0.16,0.35,0.35,30.0,0.4,0.49,1.0,0.4304611416495379,0.6130952380952381,10,0,1800,0.17,0.14,2,56.9538858350462,0.0,57749.833360321194,43.046114164953785,86.4,61597.36663967881,3519,0.085,1176,0.5,6,0.12,455,164082151778.74948,0,721,132276698294.6052,4969170.8142437935,v27
sweep_0014,v27_dominant,0.78,0.25,0.6,0.16,0.45,0.35,30.0,0.4,0.49,1.0,0.4304611416495379,0.614468085106383,10,0,1800,0.17,0.14,2,56.9538858350462,0.0,57736.488692038394,43.046114164953785,86.4,61610.71130796161,3505,0.085,1175,0.5,6,0.12,453,164044236138.83838,0,722,132305355179.73814,4969170.8142437935,v27
sweep_0015,v26_dominant,0.78,0.25,0.8,0.16,0.05,0.35,30.0,0.4,0.49,0.0,0.43037278192793843,0.1267605633802817,4,0,1800,0.17,0.14,2,56.96272180720615,86.4,65048.6650582537,43.03727819279384,0.0,54298.53494174631,464,0.085,923,0.5,6,0.12,806,184848686117.20215,0,117,116578954519.92932,0,v26
sweep_0016,v27_dominant,0.78,0.25,0.8,0.16,0.15,0.35,30.0,0.4,0.49,1.0,0.4304611416495379,0.6141396933560477,10,0,1800,0.17,0.14,2,56.9538858350462,0.0,57739.087882021035,43.046114164953785,86.4,61608.11211797896,3505,0.085,1174,0.5,6,0.12,453,164051621107.0784,0,721,132299773573.12245,4969170.8142437935,v27
sweep_0017,v27_dominant,0.78,0.25,0.8,0.16,0.25,0.35,30.0,0.4,0.49,1.0,0.4304611416495379,0.6141396933560477,10,0,1800,0.17,0.14,2,56.9538858350462,0.0,57736.691128173654,43.046114164953785,86.4,61610.50887182635,3505,0.085,1174,0.5,6,0.12,453,164044811312.04214,0,721,132304920460.12189,4969170.8142437935,v27
sweep_0018,v27_dominant,0.78,0.25,0.8,0.16,0.35,0.35,30.0,0.4,0.49,1.0,0.4304611416495379,0.6132879045996593,10,0,1800,0.17,0.14,2,56.9538858350462,0.0,57745.81200970471,43.046114164953785,86.4,61601.3879902953,3512,0.085,1174,0.5,6,0.12,454,164070726085.82852,0,720,132285333906.99014,4969170.8142437935,v27
sweep_0019,v27_dominant,0.78,0.25,0.8,0.16,0.45,0.35,30.0,0.4,0.49,1.0,0.4304611416495379,0.614468085106383,10,0,1800,0.17,0.14,2,56.9538858350462,0.0,57730.417625815855,43.046114164953785,86.4,61616.78237418416,3505,0.085,1175,0.5,6,0.12,453,164026986675.91492,0,722,132318392435.04395,4969170.8142437935,v27
