timestamp,pool_id,chosen_fork,v27_profitability_usd,v26_profitability_usd,rational_choice,ideology_override,opportunity_cost_usd,cumulative_cost_usd,reason
1772327751.2075403,foundryusa,v27,8290285.529024443,8630663.662366154,v26,True,340378.133341711,340378.133341711,Ideology: supporting v27 (loss 3.9% < tolerance 13.0%)
1772327751.2075403,antpool,v26,5934845.534909651,6178515.265918499,v26,False,0,0.0,Ideology and profit aligned
1772327751.2075403,viabtc,v26,3511578.7346816063,3655755.266431776,v26,False,0,0.0,Ideology and profit aligned
1772327751.2075403,f2pool,v26,3468416.221700445,3610820.6099523697,v26,False,0,0.0,Ideology and profit aligned
1772327751.2075403,binancepool,v26,3095368.788077553,3222456.7932374915,v26,False,0,0.0,Rational profit maximization
1772327751.2075403,marapool,v26,2543505.229246993,2647935.1139650713,v26,False,0,0.0,Rational profit maximization
1772327751.2075403,sbicrypto,v26,1408947.7451707588,1466795.5722206512,v26,False,0,0.0,Rational profit maximization
1772327751.2075403,luxor,v26,1214716.4367555338,1264589.6180633185,v26,False,0,0.0,Rational profit maximization
1772327751.2075403,ocean,v26,437791.203094634,455765.8014339879,v26,False,0,0.0,Rational profit maximization
1772327751.2075403,braiinspool,v26,422376.0198870764,439717.7098341997,v26,False,0,0.0,Rational profit maximization
1772328351.4241533,foundryusa,v26,7610041.612457229,9311555.936628157,v26,False,0,340378.133341711,Forced switch: loss 18.3% exceeds tolerance 13.0%
1772328351.4241533,antpool,v26,5447872.853841636,6665952.092974786,v26,False,0,0.0,Ideology and profit aligned
1772328351.4241533,viabtc,v26,3223442.691182142,3944165.9396874188,v26,False,0,0.0,Ideology and profit aligned
1772328351.4241533,f2pool,v26,3183821.797699658,3895686.288102147,v26,False,0,0.0,Ideology and profit aligned
1772328351.4241533,binancepool,v26,2841384.075458183,3476683.585115161,v26,False,0,0.0,Rational profit maximization
1772328351.4241533,marapool,v26,2334802.651646416,2856836.6112749088,v26,False,0,0.0,Rational profit maximization
1772328351.4241533,sbicrypto,v26,1293339.1658211055,1582514.3410334948,v26,False,0,0.0,Rational profit maximization
1772328351.4241533,luxor,v26,1115045.1451499243,1364355.9088997743,v26,False,0,0.0,Rational profit maximization
1772328351.4241533,ocean,v26,401869.06246520125,491722.1803648933,v26,False,0,0.0,Rational profit maximization
1772328351.4241533,braiinspool,v26,387718.7433643139,474408.0190844393,v26,False,0,0.0,Rational profit maximization
