scenario_id,outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v26_fork_valuation,v26_pool_opportunity_cost,v27_blocks,v27_fork_valuation,v27_pool_opportunity_cost,winning_fork
sweep_0000,v27_dominant,0.35,0.5,0.51,0.16,0.26,0.35,30.0,0.4,0.49,1.0,0.567732936381694,0.877397575571582,10,0,13000,0.17,0.14,2,43.226706361830594,0.0,53850.32611841693,56.7732936381694,86.4,65496.87388158308,4573,0.085,6517,0.5,6,0.12,799,116125535758.0602,0,5718,185503414946.178,38307674.74198564,v27
sweep_0001,v27_dominant,0.5,0.5,0.51,0.16,0.26,0.35,30.0,0.4,0.49,1.0,0.567732936381694,0.877378759975445,10,0,13000,0.17,0.14,2,43.226706361830594,0.0,53848.306042434226,56.7732936381694,86.4,65498.89395756578,4573,0.085,6516,0.5,6,0.12,799,116121179565.20729,0,5717,185509136303.10748,38307674.74198564,v27
sweep_0002,v27_dominant,0.6,0.5,0.51,0.16,0.26,0.35,30.0,0.4,0.49,1.0,0.567732936381694,0.8776416539050536,10,0,13000,0.17,0.14,2,43.226706361830594,0.0,53846.19572609442,56.7732936381694,86.4,65501.004273905586,4573,0.085,6530,0.5,6,0.12,799,116116628773.5363,0,5731,185515113243.14218,38309705.6709971,v27
