scenario_id,outcome,econ_outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,econ_initial,econ_final,econ_delta,econ_switched,econ_outcome,econ_switch_time_s,econ_95pct_time_s,cascade_time_s,econ_lag_s,peak_price_gap_pct,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v26_fork_valuation,v26_pool_opportunity_cost,v27_blocks,v27_fork_valuation,v27_pool_opportunity_cost,winning_fork
sweep_0000,v26_dominant,no_switch,0.7393,0.25,0.3698,0.1614,0.1122,0.1778,30.0,0.4,0.49,0.0,0.5673664319629602,0.04112554112554113,56.74,56.74,-0.0,False,no_switch,None,None,None,None,0.89,8,0,13000,0.05,0.1,2,43.26335680370397,86.4,64170.15205015314,56.73664319629601,0.0,55177.047949846856,1126,0.1166,4620,0.5,6,0.12,4430,138497051811.15823,1591462.1461877306,190,156174220058.20554,0,v26
sweep_0001,v27_dominant,full_switch,0.7355,0.25,0.561,0.0979,0.1636,0.4978,30.0,0.4,0.49,1.0,1.0,0.8891764705882353,56.74,100.0,43.26,True,full_switch,5443.0,5443.0,2427.0,3016.0,43.86,10,0,13000,0.05,0.1,2,0.0,0.0,48941.308596783,100.0,86.4,70405.89140321701,2943,0.1466,4250,0.5,6,0.12,471,0.0,0,3779,351233756385.68463,10986862.410781814,v27
sweep_0002,v27_dominant,no_switch,0.6283,0.25,0.7406,0.2715,0.1572,0.4681,30.0,0.4,0.49,1.0,0.5673741253525133,0.785607476635514,56.74,56.74,0.0,False,no_switch,None,None,8483.0,None,16.16,10,0,13000,0.05,0.1,2,43.26258746474866,0.0,55213.373376453805,56.73741253525133,86.4,64133.82662354621,6353,0.0726,5350,0.5,6,0.12,1147,119163710955.99767,0,4203,181528127008.0835,75557348.49054182,v27
sweep_0003,v27_dominant,full_switch,0.7891,0.25,0.6625,0.1877,0.1061,0.2489,30.0,0.4,0.49,1.0,1.0,0.9676762534996183,99.59,100.0,0.41,False,full_switch,None,0.0,612.0,None,47.09,4,0,13000,0.05,0.1,2,0.0,0.0,48301.984010108696,100.0,86.4,71045.21598989131,504,0.0209,3929,0.5,6,0.12,127,0.0,0,3802,354423153915.5209,0,v27
sweep_0004,v27_dominant,full_switch,0.6624,0.25,0.3559,0.2382,0.1876,0.5807,30.0,0.4,0.49,1.0,1.0,0.9171230376049653,56.74,100.0,43.26,True,full_switch,2740.0,2740.0,1225.0,1515.0,45.21,8,0,13000,0.05,0.1,2,0.0,0.0,48670.44662756526,100.0,86.4,70676.75337243476,1382,0.02,2739,0.5,6,0.12,227,0.0,0,2512,352585005052.7248,537344.5895958566,v27
sweep_0005,v26_dominant,no_switch,0.6241,0.25,0.7641,0.1177,0.1453,0.1882,30.0,0.4,0.49,0.0,0.5673664319629602,0.03358725761772853,56.74,56.74,-0.0,False,no_switch,None,None,None,None,0.94,8,0,13000,0.05,0.1,2,43.26335680370397,86.4,64265.957896010805,56.73664319629601,0.0,55081.24210398919,1116,0.054,5776,0.5,6,0.12,5582,138703827496.95044,1477357.0297245025,194,155903049275.97308,0,v26
sweep_0006,contested,no_switch,0.5341,0.25,0.7837,0.2132,0.2346,0.4907,30.0,0.4,0.49,0.5844907407407407,0.56737060138721,0.5806188925081434,56.74,56.74,0.0,False,no_switch,None,None,None,None,6.21,5,0,13000,0.05,0.1,2,43.262939861279,35.9,57875.50044690488,56.737060138721,50.5,61471.699553095124,310,0.0498,1228,0.5,6,0.12,515,124910237535.82585,125175307.05565317,713,173992006460.4222,0,v27
sweep_0007,v27_dominant,full_switch,0.3588,0.25,0.443,0.0856,0.2205,0.4406,30.0,0.4,0.49,1.0,1.0,0.9478133039323778,56.74,100.0,43.26,True,full_switch,2578.0,2578.0,1247.0,1331.0,46.46,10,0,13000,0.05,0.1,2,0.0,0.0,48425.39830706238,100.0,86.4,70921.80169293763,1042,0.1093,2721,0.5,6,0.12,142,0.0,0,2579,353807477212.2392,1110579.9666892071,v27
sweep_0008,v27_dominant,full_switch,0.5205,0.25,0.38,0.088,0.1808,0.6825,30.0,0.4,0.49,1.0,1.0,0.901624945103206,56.74,100.0,43.26,True,full_switch,3057.0,3057.0,1208.0,1849.0,44.94,4,0,13000,0.05,0.1,2,0.0,0.0,48724.85393258427,100.0,86.4,70622.34606741574,728,0.0973,2277,0.5,6,0.12,224,0.0,0,2053,352313583418.3163,671360.3590898216,v27
sweep_0009,v27_dominant,no_switch,0.605,0.25,0.5367,0.1582,0.3156,0.4259,30.0,0.4,0.49,1.0,0.56737060138721,0.6199785752544189,56.74,56.74,0.0,False,no_switch,None,None,12937.0,None,12.84,10,0,13000,0.05,0.1,2,43.262939861279,0.0,56074.58959050924,56.737060138721,86.4,63272.610409490764,7440,0.121,3734,0.5,6,0.12,1419,121023408029.10567,0,2315,179089378025.52737,131585712.25624643,v27
